DOC_ID,topic,prob
0,0,1.0
1,-1,0.34121933502386526
2,-1,0.2176587882322024
3,-1,0.6090261115434066
4,-1,0.5826257444946151
5,-1,0.3463430543641967
6,0,1.0
7,-1,0.37812031808117197
8,1,0.3500698909372928
9,-1,0.3936368595194248
10,1,1.0
11,1,0.5845927587763927
12,-1,0.22965186193751738
13,-1,0.3336003679911098
14,0,1.0
15,-1,0.2712341279989561
16,0,0.5624468857222447
17,-1,0.23537275130655652
18,0,1.0
19,-1,0.17372053579911592
20,-1,0.15743854122425568
21,-1,0.2772280083395712
22,-1,0.18901072697552532
23,-1,0.19960241527445496
24,-1,0.327402831882757
25,1,0.8872170141530914
26,2,1.0
27,-1,0.49574200133797497
28,-1,0.19658513642307035
29,-1,0.25835511016404733
30,-1,0.13931154890237907
31,-1,0.3967876812376584
32,-1,0.3461035710490168
33,-1,0.2887551837341224
34,2,1.0
35,-1,0.30961960400769784
36,1,1.0
37,3,1.0
38,-1,0.276281952698489
39,1,0.5803015696418323
40,0,0.30118760430832897
41,2,1.0
42,-1,0.33773644618572596
43,0,0.35972813980239876
44,-1,0.3687383476319777
45,2,1.0
46,1,1.0
47,-1,0.3388868193953268
48,-1,0.2628906256806165
49,-1,0.6048405603436054
50,3,0.7208720653301477
51,-1,0.3844440959426761
52,0,0.8396051012183608
53,2,0.8975540417859522
54,0,0.3728861803620498
55,-1,0.32740636952719854
56,0,0.31084514441456035
57,-1,0.4298375202046811
58,-1,0.36368617182612106
59,-1,0.28726324314595353
60,-1,0.16514367169158892
61,0,0.6827302847147211
62,1,1.0
63,3,1.0
64,-1,0.20763174661243528
65,0,1.0
66,-1,0.16031021891031016
67,1,0.4287456960107306
68,1,1.0
69,0,0.6644833842290364
70,1,1.0
71,0,0.732863601286431
72,0,0.3050089272250646
73,0,1.0
74,-1,0.5674115441268341
75,-1,0.2659948460023771
76,2,0.637340985121822
77,0,0.30433324379414156
78,-1,0.484360853159633
79,3,1.0
80,1,1.0
81,3,1.0
82,1,1.0
83,-1,0.7298804412113371
84,1,0.3646701211622715
85,-1,0.5857854498571463
86,-1,0.3165746802754285
87,2,1.0
88,0,1.0
89,0,1.0
90,-1,0.22873577945333073
91,-1,0.2510362806108704
92,0,0.7818892081856118
93,3,1.0
94,0,1.0
95,-1,0.33981484126499467
96,-1,0.4700795391220537
97,-1,0.397337410279392
98,0,1.0
99,0,0.5564185561202084
100,-1,0.20873711101228853
101,-1,0.297591453811061
102,0,1.0
103,0,0.7218484742746496
104,-1,0.29423635750992716
105,1,0.7635657446551454
106,-1,0.27196693339944017
107,-1,0.48095227831357096
108,1,0.800562527899197
109,0,0.7645528536345095
110,0,1.0
111,3,1.0
112,-1,0.3682670199905905
113,-1,0.32574816913788296
114,-1,0.27342929188598325
115,0,1.0
116,2,0.8400473788726966
117,-1,0.46098428983852185
118,-1,0.33857562250523277
119,-1,0.7259863546614919
120,-1,0.16884461125610364
121,-1,0.2758908096292717
122,-1,0.17218789197600923
123,-1,0.1964970802715234
124,3,1.0
125,0,0.2957935741006738
126,2,0.77333248547683
127,0,0.6587429752548317
128,-1,0.315978086666217
129,3,1.0
130,3,1.0
131,3,1.0
132,-1,0.259697976168661
133,0,0.6352822345177375
134,2,1.0
135,-1,0.3328722593632064
136,0,1.0
137,0,1.0
138,-1,0.30307590640943893
139,-1,0.7330532745071126
140,-1,0.3120720905186423
141,-1,0.6339483912986568
142,-1,0.5603110688291951
143,-1,0.4392175368237685
144,1,0.5472782818183004
145,0,0.578017537309847
146,-1,0.2831139167700708
147,1,0.9181973280763178
148,0,0.31508641269233567
149,1,1.0
150,-1,0.1696618807765135
151,-1,0.21162659785523807
152,-1,0.2034409013937227
153,-1,0.22229483407596254
154,-1,0.31824140946718943
155,-1,0.36226005148248763
156,-1,0.253202193672902
157,2,1.0
158,1,0.7164565406775274
159,-1,0.7372803734187138
160,2,1.0
161,0,0.3450270734630087
162,0,1.0
163,-1,0.21178826229185452
164,3,0.8588738101393153
165,-1,0.6219530299623828
166,0,0.6202082231457561
167,2,1.0
168,1,1.0
169,-1,0.2834172471988625
170,0,1.0
171,-1,0.1620680790335377
172,0,0.6170722693012552
173,-1,0.2661158703454778
174,1,1.0
175,0,1.0
176,0,0.43399478129465063
177,3,0.7149902280193982
178,-1,0.3215131386467181
179,-1,0.5370303353858547
180,0,0.3171331702290721
181,1,0.8276702705896637
182,-1,0.5205193299416154
183,-1,0.2627607205675342
184,1,1.0
185,3,1.0
186,2,0.7821894783689042
187,-1,0.5634642929598298
188,-1,0.16459234702067702
189,-1,0.29977187348377127
190,-1,0.2300820642590321
191,-1,0.2886232592045645
192,0,0.49677738801480054
193,1,0.7898861743433607
194,0,1.0
195,0,1.0
196,-1,0.2611985368000621
197,1,0.788044798368938
198,-1,0.13647445224409668
199,-1,0.2162404948165914
200,-1,0.2537883971220611
201,-1,0.1395457118107182
202,0,0.5132110945572282
203,1,0.3681383244521588
204,-1,0.4048418830057137
205,-1,0.5403850080160715
206,0,1.0
207,-1,0.6450045181501917
208,-1,0.2684012255802321
209,-1,0.4306631534911373
210,-1,0.5851438427009172
211,0,0.6491728847322844
212,-1,0.2640268242205629
213,-1,0.27684015764698755
214,2,0.4768264671549555
215,2,0.6396847521655942
216,-1,0.41407083835058667
217,0,0.550503657392036
218,-1,0.6088940444834481
219,0,1.0
220,-1,0.41876299798858757
221,3,0.7232094250634933
222,-1,0.3060917641460447
223,-1,0.28968243408742284
224,-1,0.3250588983818175
225,0,0.6313559727461946
226,-1,0.34144479297404795
227,3,0.8455244479880949
228,0,0.7049902313331484
229,1,0.4088934558716359
230,-1,0.4931220189802866
231,1,1.0
232,-1,0.3569945481192204
233,-1,0.650200252628567
234,-1,0.3171728088663206
235,0,0.7838516013828117
236,-1,0.6756599003838222
237,3,1.0
238,-1,0.2840762809938008
239,1,0.5262983592156689
240,0,0.31191444898416476
241,0,1.0
242,2,1.0
243,3,1.0
244,-1,0.49951606871698706
245,-1,0.20340529401452934
246,-1,0.2584448753522892
247,-1,0.30494619720918614
248,-1,0.5099519010302676
249,-1,0.23349327236560904
250,-1,0.6020894969177429
251,-1,0.2677091208479927
252,-1,0.40532447395031224
253,-1,0.16678343599075832
254,1,1.0
255,-1,0.41755469279812163
256,2,1.0
257,-1,0.4849948872994328
258,0,1.0
259,1,0.5812175889248907
260,0,0.4581051950549379
261,-1,0.15982095762874163
262,-1,0.26382084183510573
263,-1,0.14561565346170416
264,2,1.0
265,-1,0.2779433362053999
266,3,1.0
267,-1,0.2533052315039409
268,-1,0.2351785948937988
269,3,1.0
270,-1,0.31661499366080176
271,-1,0.44850625466809946
272,-1,0.3657267185981823
273,-1,0.3556284090330435
274,-1,0.3540535856781295
275,-1,0.3923874854816739
276,-1,0.16464028113306864
277,-1,0.27127472167573885
278,0,0.6728106550646624
279,-1,0.31586747193213754
280,-1,0.00782381595159435
281,-1,0.2724048281077562
282,0,0.6608396845979189
283,-1,0.3057313506904146
284,-1,0.22600189854838587
285,3,0.6918897595400225
286,1,0.49243723620311297
287,1,1.0
288,0,0.7258840237468189
289,-1,0.1649561975972854
290,-1,0.30882491222556674
291,-1,0.3827777014408783
292,-1,0.35422658690797454
293,-1,0.5018141530176562
294,-1,0.21047125283504992
295,-1,0.3323260562328947
296,-1,0.44451126681881953
297,-1,0.4361098531023082
298,-1,0.20480545910896628
299,-1,0.544344234427628
300,2,1.0
301,0,1.0
302,1,1.0
303,0,1.0
304,2,1.0
305,-1,0.41627026788520805
306,0,0.3223074006313828
307,-1,0.3058667221969723
308,0,0.7081066142642229
309,0,0.37070119599692364
310,1,1.0
311,-1,0.6060504990540403
312,-1,0.32137301537760665
313,-1,0.2874612215441423
314,-1,0.21444150266067355
315,-1,0.30380700208748435
316,2,0.8090667706836338
317,-1,0.5409141362543166
318,2,1.0
319,0,1.0
320,-1,0.1640960197257444
321,0,0.7291501975986969
322,0,0.6541594840974231
323,0,0.7790739671333621
324,-1,0.38030737118250785
325,0,0.33686322584217887
326,-1,0.22054266878573425
327,3,0.5282359675586413
328,-1,0.2984957622914835
329,-1,0.12909012628744515
330,-1,0.530434833496218
331,2,1.0
332,1,0.4347883411293472
333,-1,0.1659559850786501
334,-1,0.3091864146986126
335,2,1.0
336,0,0.6059231824811474
337,0,1.0
338,0,1.0
339,0,0.7100171259833071
340,-1,0.4297047396407974
341,-1,0.4215943814967924
342,-1,0.7832016463179942
343,3,1.0
344,3,1.0
345,-1,0.21909474190962905
346,-1,0.007835593069832027
347,-1,0.16200566869050445
348,0,0.5183310089892788
349,-1,0.007819751391599237
350,-1,0.007832652238116888
351,-1,0.3446565372927886
352,-1,0.007800333520982743
353,1,1.0
354,-1,0.23133221384962457
355,-1,0.00781969391432156
356,0,1.0
357,-1,0.007800072263913985
358,-1,0.007799808680860254
359,1,0.5249967921036413
360,-1,0.5055063257194061
361,-1,0.19143127292006112
362,-1,0.22133610689560884
363,-1,0.00782351032069983
364,-1,0.007812080491384637
365,-1,0.2140766514886423
366,-1,0.007843837334577832
367,3,1.0
368,-1,0.007817217400158111
369,-1,0.007810437266526725
370,3,1.0
371,0,1.0
372,-1,0.32646494640568285
373,-1,0.2966670883257604
374,-1,0.32821230363952536
375,-1,0.7065266274344887
376,2,0.8760525985561042
377,-1,0.16471752331203668
378,0,0.7342019941282314
379,-1,0.2578779555115629
380,1,1.0
381,-1,0.3374555322439568
382,-1,0.51277552828118
383,-1,0.3114623728035178
384,0,0.27322658739284617
385,-1,0.4424286650476121
386,-1,0.24538020111965855
387,2,1.0
388,0,0.7109189145785466
389,2,1.0
390,-1,0.16157322726434475
391,0,1.0
392,0,0.8499105485302794
393,-1,0.19321975642067152
394,3,0.6326488535749984
395,-1,0.5534591719168206
396,1,1.0
397,0,1.0
398,-1,0.31465069084965275
399,-1,0.2936615381380274
400,-1,0.32011456907241226
401,0,1.0
402,1,0.829876466354209
403,-1,0.5517875862811786
404,2,1.0
405,-1,0.20060571831289484
406,0,0.6420564005203669
407,-1,0.20736929626793338
408,-1,0.4007019001940852
409,-1,0.6819677518119783
410,-1,0.6661565679573571
411,0,1.0
412,2,0.6657901480883949
413,-1,0.3552046249871881
414,0,1.0
415,-1,0.518643860588035
416,-1,0.29137674053073953
417,0,0.3233224796919829
418,3,1.0
419,-1,0.2965513989751464
420,-1,0.5310306742460054
421,0,0.6858619354319215
422,-1,0.0078005390277675665
