orientador,ANO,topic,topic_label,P_topic_given_orientador_year,n_docs_orientador_year
"FECHINE, Joseana Macêdo.",2023,0,0_modelos_dados_linguagem_imagens,0.05555555555555555,3
"FECHINE, Joseana Macêdo.",2023,1,1_nuvem_recursos_dados_sistema,0.05555555555555555,3
"FECHINE, Joseana Macêdo.",2023,3,3_software_projetos_cdigo_bugs,0.05555555555555555,3
"FECHINE, Joseana Macêdo.",2023,4,4_dados_digital_sobre_privacidade,0.05555555555555555,3
"FECHINE, Joseana Macêdo.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"FECHINE, Joseana Macêdo.",2023,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"FECHINE, Joseana Macêdo.",2023,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"FECHINE, Joseana Macêdo.",2023,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"FECHINE, Joseana Macêdo.",2023,11,topic_11,0.05555555555555555,3
"GARCIA, Francilene Procópio.",2022,2,2_alunos_computao_programao_sistema,0.15,4
"GARCIA, Francilene Procópio.",2022,5,5_sade_animais_pandemia_dados,0.15,4
"GARCIA, Francilene Procópio.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.15,4
"GARCIA, Francilene Procópio.",2022,9,9_ensino_alunos_atividades_evaso,0.15,4
"GARCIA, Francilene Procópio.",2022,0,0_modelos_dados_linguagem_imagens,0.05,4
"GARCIA, Francilene Procópio.",2022,1,1_nuvem_recursos_dados_sistema,0.05,4
"GARCIA, Francilene Procópio.",2022,3,3_software_projetos_cdigo_bugs,0.05,4
"GARCIA, Francilene Procópio.",2022,4,4_dados_digital_sobre_privacidade,0.05,4
"GARCIA, Francilene Procópio.",2022,7,7_dados_logs_sistemas_banco,0.05,4
"GARCIA, Francilene Procópio.",2022,8,8_dados_meio_aplicativos_anlise,0.05,4
"GARCIA, Francilene Procópio.",2022,10,10_oratio_projeto_solid_clean,0.05,4
"GARCIA, Francilene Procópio.",2022,11,topic_11,0.05,4
"GHEYI, Rohit.",2020,10,10_oratio_projeto_solid_clean,0.3888888888888889,3
"GHEYI, Rohit.",2020,0,0_modelos_dados_linguagem_imagens,0.05555555555555555,3
"GHEYI, Rohit.",2020,1,1_nuvem_recursos_dados_sistema,0.05555555555555555,3
"GHEYI, Rohit.",2020,2,2_alunos_computao_programao_sistema,0.05555555555555555,3
"GHEYI, Rohit.",2020,3,3_software_projetos_cdigo_bugs,0.05555555555555555,3
"GHEYI, Rohit.",2020,4,4_dados_digital_sobre_privacidade,0.05555555555555555,3
"GHEYI, Rohit.",2020,5,5_sade_animais_pandemia_dados,0.05555555555555555,3
"GHEYI, Rohit.",2020,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"GHEYI, Rohit.",2020,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"GHEYI, Rohit.",2020,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"GHEYI, Rohit.",2020,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"GHEYI, Rohit.",2020,11,topic_11,0.05555555555555555,3
"GHEYI, Rohit.",2024,3,3_software_projetos_cdigo_bugs,0.35,4
"GHEYI, Rohit.",2024,0,0_modelos_dados_linguagem_imagens,0.15,4
"GHEYI, Rohit.",2024,1,1_nuvem_recursos_dados_sistema,0.05,4
"GHEYI, Rohit.",2024,2,2_alunos_computao_programao_sistema,0.05,4
"GHEYI, Rohit.",2024,4,4_dados_digital_sobre_privacidade,0.05,4
"GHEYI, Rohit.",2024,5,5_sade_animais_pandemia_dados,0.05,4
"GHEYI, Rohit.",2024,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"GHEYI, Rohit.",2024,7,7_dados_logs_sistemas_banco,0.05,4
"GHEYI, Rohit.",2024,8,8_dados_meio_aplicativos_anlise,0.05,4
"GHEYI, Rohit.",2024,9,9_ensino_alunos_atividades_evaso,0.05,4
"GHEYI, Rohit.",2024,10,10_oratio_projeto_solid_clean,0.05,4
"GHEYI, Rohit.",2024,11,topic_11,0.05,4
"GOMES, Herman Martins.",2020,10,10_oratio_projeto_solid_clean,0.35,4
"GOMES, Herman Martins.",2020,1,1_nuvem_recursos_dados_sistema,0.15,4
"GOMES, Herman Martins.",2020,0,0_modelos_dados_linguagem_imagens,0.05,4
"GOMES, Herman Martins.",2020,2,2_alunos_computao_programao_sistema,0.05,4
"GOMES, Herman Martins.",2020,3,3_software_projetos_cdigo_bugs,0.05,4
"GOMES, Herman Martins.",2020,4,4_dados_digital_sobre_privacidade,0.05,4
"GOMES, Herman Martins.",2020,5,5_sade_animais_pandemia_dados,0.05,4
"GOMES, Herman Martins.",2020,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"GOMES, Herman Martins.",2020,7,7_dados_logs_sistemas_banco,0.05,4
"GOMES, Herman Martins.",2020,8,8_dados_meio_aplicativos_anlise,0.05,4
"GOMES, Herman Martins.",2020,9,9_ensino_alunos_atividades_evaso,0.05,4
"GOMES, Herman Martins.",2020,11,topic_11,0.05,4
"GOMES, Herman Martins.",2022,0,0_modelos_dados_linguagem_imagens,0.15,4
"GOMES, Herman Martins.",2022,1,1_nuvem_recursos_dados_sistema,0.15,4
"GOMES, Herman Martins.",2022,4,4_dados_digital_sobre_privacidade,0.15,4
"GOMES, Herman Martins.",2022,5,5_sade_animais_pandemia_dados,0.15,4
"GOMES, Herman Martins.",2022,2,2_alunos_computao_programao_sistema,0.05,4
"GOMES, Herman Martins.",2022,3,3_software_projetos_cdigo_bugs,0.05,4
"GOMES, Herman Martins.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"GOMES, Herman Martins.",2022,7,7_dados_logs_sistemas_banco,0.05,4
"GOMES, Herman Martins.",2022,8,8_dados_meio_aplicativos_anlise,0.05,4
"GOMES, Herman Martins.",2022,9,9_ensino_alunos_atividades_evaso,0.05,4
"GOMES, Herman Martins.",2022,10,10_oratio_projeto_solid_clean,0.05,4
"GOMES, Herman Martins.",2022,11,topic_11,0.05,4
"GOMES, Herman Martins.",2023,0,0_modelos_dados_linguagem_imagens,0.39285714285714285,8
"GOMES, Herman Martins.",2023,2,2_alunos_computao_programao_sistema,0.10714285714285714,8
"GOMES, Herman Martins.",2023,5,5_sade_animais_pandemia_dados,0.10714285714285714,8
"GOMES, Herman Martins.",2023,8,8_dados_meio_aplicativos_anlise,0.10714285714285714,8
"GOMES, Herman Martins.",2023,1,1_nuvem_recursos_dados_sistema,0.03571428571428571,8
"GOMES, Herman Martins.",2023,3,3_software_projetos_cdigo_bugs,0.03571428571428571,8
"GOMES, Herman Martins.",2023,4,4_dados_digital_sobre_privacidade,0.03571428571428571,8
"GOMES, Herman Martins.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.03571428571428571,8
"GOMES, Herman Martins.",2023,7,7_dados_logs_sistemas_banco,0.03571428571428571,8
"GOMES, Herman Martins.",2023,9,9_ensino_alunos_atividades_evaso,0.03571428571428571,8
"GOMES, Herman Martins.",2023,10,10_oratio_projeto_solid_clean,0.03571428571428571,8
"GOMES, Herman Martins.",2023,11,topic_11,0.03571428571428571,8
"GOMES, Herman Martins.",2024,0,0_modelos_dados_linguagem_imagens,0.22727272727272727,5
"GOMES, Herman Martins.",2024,5,5_sade_animais_pandemia_dados,0.22727272727272727,5
"GOMES, Herman Martins.",2024,6,6_software_empresas_objetivo_vulnerabilidades,0.13636363636363635,5
"GOMES, Herman Martins.",2024,1,1_nuvem_recursos_dados_sistema,0.045454545454545456,5
"GOMES, Herman Martins.",2024,2,2_alunos_computao_programao_sistema,0.045454545454545456,5
"GOMES, Herman Martins.",2024,3,3_software_projetos_cdigo_bugs,0.045454545454545456,5
"GOMES, Herman Martins.",2024,4,4_dados_digital_sobre_privacidade,0.045454545454545456,5
"GOMES, Herman Martins.",2024,7,7_dados_logs_sistemas_banco,0.045454545454545456,5
"GOMES, Herman Martins.",2024,8,8_dados_meio_aplicativos_anlise,0.045454545454545456,5
"GOMES, Herman Martins.",2024,9,9_ensino_alunos_atividades_evaso,0.045454545454545456,5
"GOMES, Herman Martins.",2024,10,10_oratio_projeto_solid_clean,0.045454545454545456,5
"GOMES, Herman Martins.",2024,11,topic_11,0.045454545454545456,5
"LIRA, Melina Mongiovi Brito.",2023,2,2_alunos_computao_programao_sistema,0.25,4
"LIRA, Melina Mongiovi Brito.",2023,3,3_software_projetos_cdigo_bugs,0.15,4
"LIRA, Melina Mongiovi Brito.",2023,8,8_dados_meio_aplicativos_anlise,0.15,4
"LIRA, Melina Mongiovi Brito.",2023,0,0_modelos_dados_linguagem_imagens,0.05,4
"LIRA, Melina Mongiovi Brito.",2023,1,1_nuvem_recursos_dados_sistema,0.05,4
"LIRA, Melina Mongiovi Brito.",2023,4,4_dados_digital_sobre_privacidade,0.05,4
"LIRA, Melina Mongiovi Brito.",2023,5,5_sade_animais_pandemia_dados,0.05,4
"LIRA, Melina Mongiovi Brito.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"LIRA, Melina Mongiovi Brito.",2023,7,7_dados_logs_sistemas_banco,0.05,4
"LIRA, Melina Mongiovi Brito.",2023,9,9_ensino_alunos_atividades_evaso,0.05,4
"LIRA, Melina Mongiovi Brito.",2023,10,10_oratio_projeto_solid_clean,0.05,4
"LIRA, Melina Mongiovi Brito.",2023,11,topic_11,0.05,4
"MASSONI, Tiago Lima.",2021,3,3_software_projetos_cdigo_bugs,0.375,6
"MASSONI, Tiago Lima.",2021,5,5_sade_animais_pandemia_dados,0.125,6
"MASSONI, Tiago Lima.",2021,6,6_software_empresas_objetivo_vulnerabilidades,0.125,6
"MASSONI, Tiago Lima.",2021,0,0_modelos_dados_linguagem_imagens,0.041666666666666664,6
"MASSONI, Tiago Lima.",2021,1,1_nuvem_recursos_dados_sistema,0.041666666666666664,6
"MASSONI, Tiago Lima.",2021,2,2_alunos_computao_programao_sistema,0.041666666666666664,6
"MASSONI, Tiago Lima.",2021,4,4_dados_digital_sobre_privacidade,0.041666666666666664,6
"MASSONI, Tiago Lima.",2021,7,7_dados_logs_sistemas_banco,0.041666666666666664,6
"MASSONI, Tiago Lima.",2021,8,8_dados_meio_aplicativos_anlise,0.041666666666666664,6
"MASSONI, Tiago Lima.",2021,9,9_ensino_alunos_atividades_evaso,0.041666666666666664,6
"MASSONI, Tiago Lima.",2021,10,10_oratio_projeto_solid_clean,0.041666666666666664,6
"MASSONI, Tiago Lima.",2021,11,topic_11,0.041666666666666664,6
"MASSONI, Tiago Lima.",2022,3,3_software_projetos_cdigo_bugs,0.25,4
"MASSONI, Tiago Lima.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.15,4
"MASSONI, Tiago Lima.",2022,9,9_ensino_alunos_atividades_evaso,0.15,4
"MASSONI, Tiago Lima.",2022,0,0_modelos_dados_linguagem_imagens,0.05,4
"MASSONI, Tiago Lima.",2022,1,1_nuvem_recursos_dados_sistema,0.05,4
"MASSONI, Tiago Lima.",2022,2,2_alunos_computao_programao_sistema,0.05,4
"MASSONI, Tiago Lima.",2022,4,4_dados_digital_sobre_privacidade,0.05,4
"MASSONI, Tiago Lima.",2022,5,5_sade_animais_pandemia_dados,0.05,4
"MASSONI, Tiago Lima.",2022,7,7_dados_logs_sistemas_banco,0.05,4
"MASSONI, Tiago Lima.",2022,8,8_dados_meio_aplicativos_anlise,0.05,4
"MASSONI, Tiago Lima.",2022,10,10_oratio_projeto_solid_clean,0.05,4
"MASSONI, Tiago Lima.",2022,11,topic_11,0.05,4
"MASSONI, Tiago Lima.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.25,12
"MASSONI, Tiago Lima.",2023,0,0_modelos_dados_linguagem_imagens,0.1388888888888889,12
"MASSONI, Tiago Lima.",2023,2,2_alunos_computao_programao_sistema,0.1388888888888889,12
"MASSONI, Tiago Lima.",2023,1,1_nuvem_recursos_dados_sistema,0.08333333333333333,12
"MASSONI, Tiago Lima.",2023,3,3_software_projetos_cdigo_bugs,0.08333333333333333,12
"MASSONI, Tiago Lima.",2023,7,7_dados_logs_sistemas_banco,0.08333333333333333,12
"MASSONI, Tiago Lima.",2023,10,10_oratio_projeto_solid_clean,0.08333333333333333,12
"MASSONI, Tiago Lima.",2023,4,4_dados_digital_sobre_privacidade,0.027777777777777776,12
"MASSONI, Tiago Lima.",2023,5,5_sade_animais_pandemia_dados,0.027777777777777776,12
"MASSONI, Tiago Lima.",2023,8,8_dados_meio_aplicativos_anlise,0.027777777777777776,12
"MASSONI, Tiago Lima.",2023,9,9_ensino_alunos_atividades_evaso,0.027777777777777776,12
"MASSONI, Tiago Lima.",2023,11,topic_11,0.027777777777777776,12
"MASSONI, Tiago Lima.",2024,2,2_alunos_computao_programao_sistema,0.19230769230769232,7
"MASSONI, Tiago Lima.",2024,5,5_sade_animais_pandemia_dados,0.19230769230769232,7
"MASSONI, Tiago Lima.",2024,0,0_modelos_dados_linguagem_imagens,0.11538461538461539,7
"MASSONI, Tiago Lima.",2024,4,4_dados_digital_sobre_privacidade,0.11538461538461539,7
"MASSONI, Tiago Lima.",2024,6,6_software_empresas_objetivo_vulnerabilidades,0.11538461538461539,7
"MASSONI, Tiago Lima.",2024,1,1_nuvem_recursos_dados_sistema,0.038461538461538464,7
"MASSONI, Tiago Lima.",2024,3,3_software_projetos_cdigo_bugs,0.038461538461538464,7
"MASSONI, Tiago Lima.",2024,7,7_dados_logs_sistemas_banco,0.038461538461538464,7
"MASSONI, Tiago Lima.",2024,8,8_dados_meio_aplicativos_anlise,0.038461538461538464,7
"MASSONI, Tiago Lima.",2024,9,9_ensino_alunos_atividades_evaso,0.038461538461538464,7
"MASSONI, Tiago Lima.",2024,10,10_oratio_projeto_solid_clean,0.038461538461538464,7
"MASSONI, Tiago Lima.",2024,11,topic_11,0.038461538461538464,7
"MONTEIRO, João Arthur Brunet.",2021,4,4_dados_digital_sobre_privacidade,0.25,4
"MONTEIRO, João Arthur Brunet.",2021,1,1_nuvem_recursos_dados_sistema,0.15,4
"MONTEIRO, João Arthur Brunet.",2021,6,6_software_empresas_objetivo_vulnerabilidades,0.15,4
"MONTEIRO, João Arthur Brunet.",2021,0,0_modelos_dados_linguagem_imagens,0.05,4
"MONTEIRO, João Arthur Brunet.",2021,2,2_alunos_computao_programao_sistema,0.05,4
"MONTEIRO, João Arthur Brunet.",2021,3,3_software_projetos_cdigo_bugs,0.05,4
"MONTEIRO, João Arthur Brunet.",2021,5,5_sade_animais_pandemia_dados,0.05,4
"MONTEIRO, João Arthur Brunet.",2021,7,7_dados_logs_sistemas_banco,0.05,4
"MONTEIRO, João Arthur Brunet.",2021,8,8_dados_meio_aplicativos_anlise,0.05,4
"MONTEIRO, João Arthur Brunet.",2021,9,9_ensino_alunos_atividades_evaso,0.05,4
"MONTEIRO, João Arthur Brunet.",2021,10,10_oratio_projeto_solid_clean,0.05,4
"MONTEIRO, João Arthur Brunet.",2021,11,topic_11,0.05,4
"MONTEIRO, João Arthur Brunet.",2022,0,0_modelos_dados_linguagem_imagens,0.16666666666666666,3
"MONTEIRO, João Arthur Brunet.",2022,2,2_alunos_computao_programao_sistema,0.16666666666666666,3
"MONTEIRO, João Arthur Brunet.",2022,3,3_software_projetos_cdigo_bugs,0.16666666666666666,3
"MONTEIRO, João Arthur Brunet.",2022,1,1_nuvem_recursos_dados_sistema,0.05555555555555555,3
"MONTEIRO, João Arthur Brunet.",2022,4,4_dados_digital_sobre_privacidade,0.05555555555555555,3
"MONTEIRO, João Arthur Brunet.",2022,5,5_sade_animais_pandemia_dados,0.05555555555555555,3
"MONTEIRO, João Arthur Brunet.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"MONTEIRO, João Arthur Brunet.",2022,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"MONTEIRO, João Arthur Brunet.",2022,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"MONTEIRO, João Arthur Brunet.",2022,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"MONTEIRO, João Arthur Brunet.",2022,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"MONTEIRO, João Arthur Brunet.",2022,11,topic_11,0.05555555555555555,3
"MONTEIRO, João Arthur Brunet.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.20833333333333334,6
"MONTEIRO, João Arthur Brunet.",2023,0,0_modelos_dados_linguagem_imagens,0.125,6
"MONTEIRO, João Arthur Brunet.",2023,3,3_software_projetos_cdigo_bugs,0.125,6
"MONTEIRO, João Arthur Brunet.",2023,5,5_sade_animais_pandemia_dados,0.125,6
"MONTEIRO, João Arthur Brunet.",2023,7,7_dados_logs_sistemas_banco,0.125,6
"MONTEIRO, João Arthur Brunet.",2023,1,1_nuvem_recursos_dados_sistema,0.041666666666666664,6
"MONTEIRO, João Arthur Brunet.",2023,2,2_alunos_computao_programao_sistema,0.041666666666666664,6
"MONTEIRO, João Arthur Brunet.",2023,4,4_dados_digital_sobre_privacidade,0.041666666666666664,6
"MONTEIRO, João Arthur Brunet.",2023,8,8_dados_meio_aplicativos_anlise,0.041666666666666664,6
"MONTEIRO, João Arthur Brunet.",2023,9,9_ensino_alunos_atividades_evaso,0.041666666666666664,6
"MONTEIRO, João Arthur Brunet.",2023,10,10_oratio_projeto_solid_clean,0.041666666666666664,6
"MONTEIRO, João Arthur Brunet.",2023,11,topic_11,0.041666666666666664,6
"MORAIS, Fábio Jorge Almeida.",2023,1,1_nuvem_recursos_dados_sistema,0.28125,10
"MORAIS, Fábio Jorge Almeida.",2023,7,7_dados_logs_sistemas_banco,0.15625,10
"MORAIS, Fábio Jorge Almeida.",2023,0,0_modelos_dados_linguagem_imagens,0.09375,10
"MORAIS, Fábio Jorge Almeida.",2023,2,2_alunos_computao_programao_sistema,0.09375,10
"MORAIS, Fábio Jorge Almeida.",2023,4,4_dados_digital_sobre_privacidade,0.09375,10
"MORAIS, Fábio Jorge Almeida.",2023,8,8_dados_meio_aplicativos_anlise,0.09375,10
"MORAIS, Fábio Jorge Almeida.",2023,3,3_software_projetos_cdigo_bugs,0.03125,10
"MORAIS, Fábio Jorge Almeida.",2023,5,5_sade_animais_pandemia_dados,0.03125,10
"MORAIS, Fábio Jorge Almeida.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.03125,10
"MORAIS, Fábio Jorge Almeida.",2023,9,9_ensino_alunos_atividades_evaso,0.03125,10
"MORAIS, Fábio Jorge Almeida.",2023,10,10_oratio_projeto_solid_clean,0.03125,10
"MORAIS, Fábio Jorge Almeida.",2023,11,topic_11,0.03125,10
"MORAIS, Fábio Jorge Almeida.",2024,0,0_modelos_dados_linguagem_imagens,0.2916666666666667,6
"MORAIS, Fábio Jorge Almeida.",2024,4,4_dados_digital_sobre_privacidade,0.20833333333333334,6
"MORAIS, Fábio Jorge Almeida.",2024,1,1_nuvem_recursos_dados_sistema,0.125,6
"MORAIS, Fábio Jorge Almeida.",2024,2,2_alunos_computao_programao_sistema,0.041666666666666664,6
"MORAIS, Fábio Jorge Almeida.",2024,3,3_software_projetos_cdigo_bugs,0.041666666666666664,6
"MORAIS, Fábio Jorge Almeida.",2024,5,5_sade_animais_pandemia_dados,0.041666666666666664,6
"MORAIS, Fábio Jorge Almeida.",2024,6,6_software_empresas_objetivo_vulnerabilidades,0.041666666666666664,6
"MORAIS, Fábio Jorge Almeida.",2024,7,7_dados_logs_sistemas_banco,0.041666666666666664,6
"MORAIS, Fábio Jorge Almeida.",2024,8,8_dados_meio_aplicativos_anlise,0.041666666666666664,6
"MORAIS, Fábio Jorge Almeida.",2024,9,9_ensino_alunos_atividades_evaso,0.041666666666666664,6
"MORAIS, Fábio Jorge Almeida.",2024,10,10_oratio_projeto_solid_clean,0.041666666666666664,6
"MORAIS, Fábio Jorge Almeida.",2024,11,topic_11,0.041666666666666664,6
"MOURA, José Antão Beltrão.",2021,0,0_modelos_dados_linguagem_imagens,0.125,6
"MOURA, José Antão Beltrão.",2021,2,2_alunos_computao_programao_sistema,0.125,6
"MOURA, José Antão Beltrão.",2021,3,3_software_projetos_cdigo_bugs,0.125,6
"MOURA, José Antão Beltrão.",2021,5,5_sade_animais_pandemia_dados,0.125,6
"MOURA, José Antão Beltrão.",2021,6,6_software_empresas_objetivo_vulnerabilidades,0.125,6
"MOURA, José Antão Beltrão.",2021,7,7_dados_logs_sistemas_banco,0.125,6
"MOURA, José Antão Beltrão.",2021,1,1_nuvem_recursos_dados_sistema,0.041666666666666664,6
"MOURA, José Antão Beltrão.",2021,4,4_dados_digital_sobre_privacidade,0.041666666666666664,6
"MOURA, José Antão Beltrão.",2021,8,8_dados_meio_aplicativos_anlise,0.041666666666666664,6
"MOURA, José Antão Beltrão.",2021,9,9_ensino_alunos_atividades_evaso,0.041666666666666664,6
"MOURA, José Antão Beltrão.",2021,10,10_oratio_projeto_solid_clean,0.041666666666666664,6
"MOURA, José Antão Beltrão.",2021,11,topic_11,0.041666666666666664,6
"MOURA, José Antão Beltrão.",2022,1,1_nuvem_recursos_dados_sistema,0.22727272727272727,5
"MOURA, José Antão Beltrão.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.13636363636363635,5
"MOURA, José Antão Beltrão.",2022,8,8_dados_meio_aplicativos_anlise,0.13636363636363635,5
"MOURA, José Antão Beltrão.",2022,9,9_ensino_alunos_atividades_evaso,0.13636363636363635,5
"MOURA, José Antão Beltrão.",2022,0,0_modelos_dados_linguagem_imagens,0.045454545454545456,5
"MOURA, José Antão Beltrão.",2022,2,2_alunos_computao_programao_sistema,0.045454545454545456,5
"MOURA, José Antão Beltrão.",2022,3,3_software_projetos_cdigo_bugs,0.045454545454545456,5
"MOURA, José Antão Beltrão.",2022,4,4_dados_digital_sobre_privacidade,0.045454545454545456,5
"MOURA, José Antão Beltrão.",2022,5,5_sade_animais_pandemia_dados,0.045454545454545456,5
"MOURA, José Antão Beltrão.",2022,7,7_dados_logs_sistemas_banco,0.045454545454545456,5
"MOURA, José Antão Beltrão.",2022,10,10_oratio_projeto_solid_clean,0.045454545454545456,5
"MOURA, José Antão Beltrão.",2022,11,topic_11,0.045454545454545456,5
"MOURA, José Antão Beltrão.",2023,3,3_software_projetos_cdigo_bugs,0.25,4
"MOURA, José Antão Beltrão.",2023,5,5_sade_animais_pandemia_dados,0.15,4
"MOURA, José Antão Beltrão.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.15,4
"MOURA, José Antão Beltrão.",2023,0,0_modelos_dados_linguagem_imagens,0.05,4
"MOURA, José Antão Beltrão.",2023,1,1_nuvem_recursos_dados_sistema,0.05,4
"MOURA, José Antão Beltrão.",2023,2,2_alunos_computao_programao_sistema,0.05,4
"MOURA, José Antão Beltrão.",2023,4,4_dados_digital_sobre_privacidade,0.05,4
"MOURA, José Antão Beltrão.",2023,7,7_dados_logs_sistemas_banco,0.05,4
"MOURA, José Antão Beltrão.",2023,8,8_dados_meio_aplicativos_anlise,0.05,4
"MOURA, José Antão Beltrão.",2023,9,9_ensino_alunos_atividades_evaso,0.05,4
"MOURA, José Antão Beltrão.",2023,10,10_oratio_projeto_solid_clean,0.05,4
"MOURA, José Antão Beltrão.",2023,11,topic_11,0.05,4
"OLIVEIRA, Maxwell Guimarães de.",2023,4,4_dados_digital_sobre_privacidade,0.2777777777777778,3
"OLIVEIRA, Maxwell Guimarães de.",2023,3,3_software_projetos_cdigo_bugs,0.16666666666666666,3
"OLIVEIRA, Maxwell Guimarães de.",2023,0,0_modelos_dados_linguagem_imagens,0.05555555555555555,3
"OLIVEIRA, Maxwell Guimarães de.",2023,1,1_nuvem_recursos_dados_sistema,0.05555555555555555,3
"OLIVEIRA, Maxwell Guimarães de.",2023,2,2_alunos_computao_programao_sistema,0.05555555555555555,3
"OLIVEIRA, Maxwell Guimarães de.",2023,5,5_sade_animais_pandemia_dados,0.05555555555555555,3
"OLIVEIRA, Maxwell Guimarães de.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"OLIVEIRA, Maxwell Guimarães de.",2023,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"OLIVEIRA, Maxwell Guimarães de.",2023,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"OLIVEIRA, Maxwell Guimarães de.",2023,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"OLIVEIRA, Maxwell Guimarães de.",2023,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"OLIVEIRA, Maxwell Guimarães de.",2023,11,topic_11,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,4,4_dados_digital_sobre_privacidade,0.2777777777777778,3
"PEREIRA, Eanes Torres.",2023,1,1_nuvem_recursos_dados_sistema,0.16666666666666666,3
"PEREIRA, Eanes Torres.",2023,0,0_modelos_dados_linguagem_imagens,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,2,2_alunos_computao_programao_sistema,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,3,3_software_projetos_cdigo_bugs,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,5,5_sade_animais_pandemia_dados,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"PEREIRA, Eanes Torres.",2023,11,topic_11,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2021,2,2_alunos_computao_programao_sistema,0.16666666666666666,3
"PIRES, Carlos Eduardo Santos.",2021,7,7_dados_logs_sistemas_banco,0.16666666666666666,3
"PIRES, Carlos Eduardo Santos.",2021,9,9_ensino_alunos_atividades_evaso,0.16666666666666666,3
"PIRES, Carlos Eduardo Santos.",2021,0,0_modelos_dados_linguagem_imagens,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2021,1,1_nuvem_recursos_dados_sistema,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2021,3,3_software_projetos_cdigo_bugs,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2021,4,4_dados_digital_sobre_privacidade,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2021,5,5_sade_animais_pandemia_dados,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2021,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2021,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2021,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2021,11,topic_11,0.05555555555555555,3
"PIRES, Carlos Eduardo Santos.",2023,4,4_dados_digital_sobre_privacidade,0.15,4
"PIRES, Carlos Eduardo Santos.",2023,5,5_sade_animais_pandemia_dados,0.15,4
"PIRES, Carlos Eduardo Santos.",2023,7,7_dados_logs_sistemas_banco,0.15,4
"PIRES, Carlos Eduardo Santos.",2023,8,8_dados_meio_aplicativos_anlise,0.15,4
"PIRES, Carlos Eduardo Santos.",2023,0,0_modelos_dados_linguagem_imagens,0.05,4
"PIRES, Carlos Eduardo Santos.",2023,1,1_nuvem_recursos_dados_sistema,0.05,4
"PIRES, Carlos Eduardo Santos.",2023,2,2_alunos_computao_programao_sistema,0.05,4
"PIRES, Carlos Eduardo Santos.",2023,3,3_software_projetos_cdigo_bugs,0.05,4
