orientador,ANO,topic,topic_label,P_topic_given_orientador_year,n_docs_orientador_year
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2021,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2021,7,7_dados_logs_sistemas_banco,0.05,4
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2021,8,8_dados_meio_aplicativos_anlise,0.05,4
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2021,9,9_ensino_alunos_atividades_evaso,0.05,4
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2021,10,10_oratio_projeto_solid_clean,0.05,4
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2021,11,topic_11,0.05,4
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,0,0_modelos_dados_linguagem_imagens,0.22727272727272727,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,2,2_alunos_computao_programao_sistema,0.13636363636363635,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,5,5_sade_animais_pandemia_dados,0.13636363636363635,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,9,9_ensino_alunos_atividades_evaso,0.13636363636363635,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,1,1_nuvem_recursos_dados_sistema,0.045454545454545456,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,3,3_software_projetos_cdigo_bugs,0.045454545454545456,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,4,4_dados_digital_sobre_privacidade,0.045454545454545456,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.045454545454545456,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,7,7_dados_logs_sistemas_banco,0.045454545454545456,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,8,8_dados_meio_aplicativos_anlise,0.045454545454545456,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,10,10_oratio_projeto_solid_clean,0.045454545454545456,5
"ARAÚJO, Joseana Macêdo Fechine Régis de.",2022,11,topic_11,0.045454545454545456,5
"BAPTISTA, Cláudio de Souza.",2021,1,1_nuvem_recursos_dados_sistema,0.15,4
"BAPTISTA, Cláudio de Souza.",2021,3,3_software_projetos_cdigo_bugs,0.15,4
"BAPTISTA, Cláudio de Souza.",2021,4,4_dados_digital_sobre_privacidade,0.15,4
"BAPTISTA, Cláudio de Souza.",2021,9,9_ensino_alunos_atividades_evaso,0.15,4
"BAPTISTA, Cláudio de Souza.",2021,0,0_modelos_dados_linguagem_imagens,0.05,4
"BAPTISTA, Cláudio de Souza.",2021,2,2_alunos_computao_programao_sistema,0.05,4
"BAPTISTA, Cláudio de Souza.",2021,5,5_sade_animais_pandemia_dados,0.05,4
"BAPTISTA, Cláudio de Souza.",2021,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"BAPTISTA, Cláudio de Souza.",2021,7,7_dados_logs_sistemas_banco,0.05,4
"BAPTISTA, Cláudio de Souza.",2021,8,8_dados_meio_aplicativos_anlise,0.05,4
"BAPTISTA, Cláudio de Souza.",2021,10,10_oratio_projeto_solid_clean,0.05,4
"BAPTISTA, Cláudio de Souza.",2021,11,topic_11,0.05,4
"BAPTISTA, Cláudio de Souza.",2022,0,0_modelos_dados_linguagem_imagens,0.15,4
"BAPTISTA, Cláudio de Souza.",2022,4,4_dados_digital_sobre_privacidade,0.15,4
"BAPTISTA, Cláudio de Souza.",2022,5,5_sade_animais_pandemia_dados,0.15,4
"BAPTISTA, Cláudio de Souza.",2022,8,8_dados_meio_aplicativos_anlise,0.15,4
"BAPTISTA, Cláudio de Souza.",2022,1,1_nuvem_recursos_dados_sistema,0.05,4
"BAPTISTA, Cláudio de Souza.",2022,2,2_alunos_computao_programao_sistema,0.05,4
"BAPTISTA, Cláudio de Souza.",2022,3,3_software_projetos_cdigo_bugs,0.05,4
"BAPTISTA, Cláudio de Souza.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"BAPTISTA, Cláudio de Souza.",2022,7,7_dados_logs_sistemas_banco,0.05,4
"BAPTISTA, Cláudio de Souza.",2022,9,9_ensino_alunos_atividades_evaso,0.05,4
"BAPTISTA, Cláudio de Souza.",2022,10,10_oratio_projeto_solid_clean,0.05,4
"BAPTISTA, Cláudio de Souza.",2022,11,topic_11,0.05,4
"BAPTISTA, Cláudio de Souza.",2024,1,1_nuvem_recursos_dados_sistema,0.19230769230769232,7
"BAPTISTA, Cláudio de Souza.",2024,8,8_dados_meio_aplicativos_anlise,0.19230769230769232,7
"BAPTISTA, Cláudio de Souza.",2024,0,0_modelos_dados_linguagem_imagens,0.11538461538461539,7
"BAPTISTA, Cláudio de Souza.",2024,6,6_software_empresas_objetivo_vulnerabilidades,0.11538461538461539,7
"BAPTISTA, Cláudio de Souza.",2024,7,7_dados_logs_sistemas_banco,0.11538461538461539,7
"BAPTISTA, Cláudio de Souza.",2024,2,2_alunos_computao_programao_sistema,0.038461538461538464,7
"BAPTISTA, Cláudio de Souza.",2024,3,3_software_projetos_cdigo_bugs,0.038461538461538464,7
"BAPTISTA, Cláudio de Souza.",2024,4,4_dados_digital_sobre_privacidade,0.038461538461538464,7
"BAPTISTA, Cláudio de Souza.",2024,5,5_sade_animais_pandemia_dados,0.038461538461538464,7
"BAPTISTA, Cláudio de Souza.",2024,9,9_ensino_alunos_atividades_evaso,0.038461538461538464,7
"BAPTISTA, Cláudio de Souza.",2024,10,10_oratio_projeto_solid_clean,0.038461538461538464,7
"BAPTISTA, Cláudio de Souza.",2024,11,topic_11,0.038461538461538464,7
"BARROS, Marcelo Alves de.",2023,5,5_sade_animais_pandemia_dados,0.25,4
"BARROS, Marcelo Alves de.",2023,2,2_alunos_computao_programao_sistema,0.15,4
"BARROS, Marcelo Alves de.",2023,9,9_ensino_alunos_atividades_evaso,0.15,4
"BARROS, Marcelo Alves de.",2023,0,0_modelos_dados_linguagem_imagens,0.05,4
"BARROS, Marcelo Alves de.",2023,1,1_nuvem_recursos_dados_sistema,0.05,4
"BARROS, Marcelo Alves de.",2023,3,3_software_projetos_cdigo_bugs,0.05,4
"BARROS, Marcelo Alves de.",2023,4,4_dados_digital_sobre_privacidade,0.05,4
"BARROS, Marcelo Alves de.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"BARROS, Marcelo Alves de.",2023,7,7_dados_logs_sistemas_banco,0.05,4
"BARROS, Marcelo Alves de.",2023,8,8_dados_meio_aplicativos_anlise,0.05,4
"BARROS, Marcelo Alves de.",2023,10,10_oratio_projeto_solid_clean,0.05,4
"BARROS, Marcelo Alves de.",2023,11,topic_11,0.05,4
"BRITO, Andrey Elísio Monteiro.",2021,2,2_alunos_computao_programao_sistema,0.16666666666666666,3
"BRITO, Andrey Elísio Monteiro.",2021,4,4_dados_digital_sobre_privacidade,0.16666666666666666,3
"BRITO, Andrey Elísio Monteiro.",2021,7,7_dados_logs_sistemas_banco,0.16666666666666666,3
"BRITO, Andrey Elísio Monteiro.",2021,0,0_modelos_dados_linguagem_imagens,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2021,1,1_nuvem_recursos_dados_sistema,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2021,3,3_software_projetos_cdigo_bugs,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2021,5,5_sade_animais_pandemia_dados,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2021,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2021,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2021,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2021,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2021,11,topic_11,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,1,1_nuvem_recursos_dados_sistema,0.2777777777777778,3
"BRITO, Andrey Elísio Monteiro.",2022,5,5_sade_animais_pandemia_dados,0.16666666666666666,3
"BRITO, Andrey Elísio Monteiro.",2022,0,0_modelos_dados_linguagem_imagens,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,2,2_alunos_computao_programao_sistema,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,3,3_software_projetos_cdigo_bugs,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,4,4_dados_digital_sobre_privacidade,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2022,11,topic_11,0.05555555555555555,3
"BRITO, Andrey Elísio Monteiro.",2023,1,1_nuvem_recursos_dados_sistema,0.25,4
"BRITO, Andrey Elísio Monteiro.",2023,0,0_modelos_dados_linguagem_imagens,0.15,4
"BRITO, Andrey Elísio Monteiro.",2023,2,2_alunos_computao_programao_sistema,0.15,4
"BRITO, Andrey Elísio Monteiro.",2023,3,3_software_projetos_cdigo_bugs,0.05,4
"BRITO, Andrey Elísio Monteiro.",2023,4,4_dados_digital_sobre_privacidade,0.05,4
"BRITO, Andrey Elísio Monteiro.",2023,5,5_sade_animais_pandemia_dados,0.05,4
"BRITO, Andrey Elísio Monteiro.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"BRITO, Andrey Elísio Monteiro.",2023,7,7_dados_logs_sistemas_banco,0.05,4
"BRITO, Andrey Elísio Monteiro.",2023,8,8_dados_meio_aplicativos_anlise,0.05,4
"BRITO, Andrey Elísio Monteiro.",2023,9,9_ensino_alunos_atividades_evaso,0.05,4
"BRITO, Andrey Elísio Monteiro.",2023,10,10_oratio_projeto_solid_clean,0.05,4
"BRITO, Andrey Elísio Monteiro.",2023,11,topic_11,0.05,4
"BRUNET, João Arthur Monteiro.",2023,1,1_nuvem_recursos_dados_sistema,0.19230769230769232,7
"BRUNET, João Arthur Monteiro.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.19230769230769232,7
"BRUNET, João Arthur Monteiro.",2023,2,2_alunos_computao_programao_sistema,0.11538461538461539,7
"BRUNET, João Arthur Monteiro.",2023,3,3_software_projetos_cdigo_bugs,0.11538461538461539,7
"BRUNET, João Arthur Monteiro.",2023,5,5_sade_animais_pandemia_dados,0.11538461538461539,7
"BRUNET, João Arthur Monteiro.",2023,0,0_modelos_dados_linguagem_imagens,0.038461538461538464,7
"BRUNET, João Arthur Monteiro.",2023,4,4_dados_digital_sobre_privacidade,0.038461538461538464,7
"BRUNET, João Arthur Monteiro.",2023,7,7_dados_logs_sistemas_banco,0.038461538461538464,7
"BRUNET, João Arthur Monteiro.",2023,8,8_dados_meio_aplicativos_anlise,0.038461538461538464,7
"BRUNET, João Arthur Monteiro.",2023,9,9_ensino_alunos_atividades_evaso,0.038461538461538464,7
"BRUNET, João Arthur Monteiro.",2023,10,10_oratio_projeto_solid_clean,0.038461538461538464,7
"BRUNET, João Arthur Monteiro.",2023,11,topic_11,0.038461538461538464,7
"BRUNET, João Arthur Monteiro.",2024,0,0_modelos_dados_linguagem_imagens,0.16666666666666666,3
"BRUNET, João Arthur Monteiro.",2024,3,3_software_projetos_cdigo_bugs,0.16666666666666666,3
"BRUNET, João Arthur Monteiro.",2024,5,5_sade_animais_pandemia_dados,0.16666666666666666,3
"BRUNET, João Arthur Monteiro.",2024,1,1_nuvem_recursos_dados_sistema,0.05555555555555555,3
"BRUNET, João Arthur Monteiro.",2024,2,2_alunos_computao_programao_sistema,0.05555555555555555,3
"BRUNET, João Arthur Monteiro.",2024,4,4_dados_digital_sobre_privacidade,0.05555555555555555,3
"BRUNET, João Arthur Monteiro.",2024,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"BRUNET, João Arthur Monteiro.",2024,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"BRUNET, João Arthur Monteiro.",2024,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"BRUNET, João Arthur Monteiro.",2024,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"BRUNET, João Arthur Monteiro.",2024,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"BRUNET, João Arthur Monteiro.",2024,11,topic_11,0.05555555555555555,3
"CAMPELO, Claudio Elízio Calazans.",2021,0,0_modelos_dados_linguagem_imagens,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2021,2,2_alunos_computao_programao_sistema,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2021,6,6_software_empresas_objetivo_vulnerabilidades,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2021,7,7_dados_logs_sistemas_banco,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2021,1,1_nuvem_recursos_dados_sistema,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2021,3,3_software_projetos_cdigo_bugs,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2021,4,4_dados_digital_sobre_privacidade,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2021,5,5_sade_animais_pandemia_dados,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2021,8,8_dados_meio_aplicativos_anlise,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2021,9,9_ensino_alunos_atividades_evaso,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2021,10,10_oratio_projeto_solid_clean,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2021,11,topic_11,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2022,0,0_modelos_dados_linguagem_imagens,0.25,4
"CAMPELO, Claudio Elízio Calazans.",2022,2,2_alunos_computao_programao_sistema,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2022,4,4_dados_digital_sobre_privacidade,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2022,1,1_nuvem_recursos_dados_sistema,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2022,3,3_software_projetos_cdigo_bugs,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2022,5,5_sade_animais_pandemia_dados,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2022,7,7_dados_logs_sistemas_banco,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2022,8,8_dados_meio_aplicativos_anlise,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2022,9,9_ensino_alunos_atividades_evaso,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2022,10,10_oratio_projeto_solid_clean,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2022,11,topic_11,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2023,0,0_modelos_dados_linguagem_imagens,0.21875,10
"CAMPELO, Claudio Elízio Calazans.",2023,1,1_nuvem_recursos_dados_sistema,0.15625,10
"CAMPELO, Claudio Elízio Calazans.",2023,4,4_dados_digital_sobre_privacidade,0.15625,10
"CAMPELO, Claudio Elízio Calazans.",2023,2,2_alunos_computao_programao_sistema,0.09375,10
"CAMPELO, Claudio Elízio Calazans.",2023,3,3_software_projetos_cdigo_bugs,0.09375,10
"CAMPELO, Claudio Elízio Calazans.",2023,8,8_dados_meio_aplicativos_anlise,0.09375,10
"CAMPELO, Claudio Elízio Calazans.",2023,5,5_sade_animais_pandemia_dados,0.03125,10
"CAMPELO, Claudio Elízio Calazans.",2023,6,6_software_empresas_objetivo_vulnerabilidades,0.03125,10
"CAMPELO, Claudio Elízio Calazans.",2023,7,7_dados_logs_sistemas_banco,0.03125,10
"CAMPELO, Claudio Elízio Calazans.",2023,9,9_ensino_alunos_atividades_evaso,0.03125,10
"CAMPELO, Claudio Elízio Calazans.",2023,10,10_oratio_projeto_solid_clean,0.03125,10
"CAMPELO, Claudio Elízio Calazans.",2023,11,topic_11,0.03125,10
"CAMPELO, Claudio Elízio Calazans.",2024,0,0_modelos_dados_linguagem_imagens,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2024,1,1_nuvem_recursos_dados_sistema,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2024,3,3_software_projetos_cdigo_bugs,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2024,4,4_dados_digital_sobre_privacidade,0.15,4
"CAMPELO, Claudio Elízio Calazans.",2024,2,2_alunos_computao_programao_sistema,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2024,5,5_sade_animais_pandemia_dados,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2024,6,6_software_empresas_objetivo_vulnerabilidades,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2024,7,7_dados_logs_sistemas_banco,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2024,8,8_dados_meio_aplicativos_anlise,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2024,9,9_ensino_alunos_atividades_evaso,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2024,10,10_oratio_projeto_solid_clean,0.05,4
"CAMPELO, Claudio Elízio Calazans.",2024,11,topic_11,0.05,4
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,0,0_modelos_dados_linguagem_imagens,0.16666666666666666,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,2,2_alunos_computao_programao_sistema,0.16666666666666666,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,3,3_software_projetos_cdigo_bugs,0.16666666666666666,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,1,1_nuvem_recursos_dados_sistema,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,4,4_dados_digital_sobre_privacidade,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,5,5_sade_animais_pandemia_dados,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2021,11,topic_11,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,1,1_nuvem_recursos_dados_sistema,0.16666666666666666,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,2,2_alunos_computao_programao_sistema,0.16666666666666666,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,4,4_dados_digital_sobre_privacidade,0.16666666666666666,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,0,0_modelos_dados_linguagem_imagens,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,3,3_software_projetos_cdigo_bugs,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,5,5_sade_animais_pandemia_dados,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,9,9_ensino_alunos_atividades_evaso,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2022,11,topic_11,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,2,2_alunos_computao_programao_sistema,0.2777777777777778,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,9,9_ensino_alunos_atividades_evaso,0.16666666666666666,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,0,0_modelos_dados_linguagem_imagens,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,1,1_nuvem_recursos_dados_sistema,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,3,3_software_projetos_cdigo_bugs,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,4,4_dados_digital_sobre_privacidade,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,5,5_sade_animais_pandemia_dados,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,6,6_software_empresas_objetivo_vulnerabilidades,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,7,7_dados_logs_sistemas_banco,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,8,8_dados_meio_aplicativos_anlise,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,10,10_oratio_projeto_solid_clean,0.05555555555555555,3
"CAMPOS, Lívia Maria Rodrigues Sampaio.",2024,11,topic_11,0.05555555555555555,3
"FECHINE, Joseana Macêdo.",2023,2,2_alunos_computao_programao_sistema,0.16666666666666666,3
"FECHINE, Joseana Macêdo.",2023,5,5_sade_animais_pandemia_dados,0.16666666666666666,3
"FECHINE, Joseana Macêdo.",2023,8,8_dados_meio_aplicativos_anlise,0.16666666666666666,3
