DOC_ID,topic,prob
0,0,1.0
1,0,0.9724660541702765
2,0,0.9585508419307966
3,0,0.9966933253845811
4,0,1.0
5,0,0.9619507299192445
6,0,0.9982863603654597
7,0,0.9086990400428508
8,0,0.9674868058759507
9,0,0.9846537438248443
10,0,1.0
11,0,0.9860930243588008
12,0,0.9619537362610693
13,0,0.9725406986723101
14,0,0.9827629467624459
15,0,0.7217472825451111
16,0,0.9762460291634356
17,0,0.812706757021436
18,0,0.9624009513554195
19,0,0.7372016064452529
20,0,0.871168460283582
21,0,0.8942209793461074
22,0,0.8241890098585727
23,0,0.9574505958385866
24,0,0.8420662921385871
25,0,0.9921975137013024
26,0,1.0
27,0,0.9755145840914211
28,0,0.9126353756343557
29,0,0.983268042090297
30,0,0.6578796512013404
31,0,0.9533783482165875
32,0,0.9558933889339896
33,0,0.9550164159481276
34,0,0.978649505549753
35,0,0.9712668334345413
36,0,0.9973998834480655
37,0,0.9877886702729013
38,0,0.9712369272892497
39,0,0.9796096069027241
40,0,0.9661241505425262
41,0,0.9950293282116308
42,0,0.9625357380041325
43,0,0.9824772221344339
44,0,0.975397260124477
45,0,1.0
46,0,1.0
47,0,0.9656992813130122
48,0,1.0
49,0,0.9799827357239745
50,0,0.9929627023640102
51,0,0.9446322798287096
52,0,1.0
53,0,0.9975014201605729
54,0,0.9590284104417124
55,0,0.9751748921607511
56,0,1.0
57,0,0.9738719861050967
58,0,0.8770313141323138
59,0,0.968138330328743
60,0,0.8415231072650832
61,0,1.0
62,0,1.0
63,0,1.0
64,0,0.8716680263713477
65,0,1.0
66,0,0.7035149195832192
67,0,0.9299193238833526
68,0,1.0
69,0,0.9747601326055177
70,0,0.9876189150392344
71,0,0.996202449600845
72,0,0.9643319290234043
73,0,0.9768296536876518
74,0,1.0
75,0,0.9762351401814677
76,0,0.9875175744556929
77,0,1.0
78,0,0.9766930106074866
79,0,0.9896807365805639
80,0,0.990071270585436
81,0,1.0
82,0,0.9896965749600883
83,0,0.9936435446718563
84,0,0.9696326174249041
85,0,0.9865766455231595
86,0,0.914427961027896
87,0,1.0
88,0,0.9829520374552904
89,0,0.9741967258905461
90,0,0.9567434423311669
