method,run,trial,K,c_npmi,c_v,diversity@10,sep_jsd,balance,clarity,outliers_pct,scenario,RZ_index,GR_index
lda,run_ROOT,trial_ROOT,5,-0.014791752310016709,0.43601039210354947,0.52,0.3829613321781339,0.9648826207235172,0.8593275547027588,,opt,-1.070831332979712,-1.7561985326266984
bertopic,run_UNGROUPED,trial_00,5,-0.20355272638852848,0.4575611568403817,0.88,0.7786227624106762,0.7289716451650452,0.715388141509927,0.44680851063829785,opt,-0.7517853134342727,0.041061896710574884
bertopic,run_UNGROUPED,trial_01,2,-0.2213264477019891,0.31770238708530524,1.0,,0.20969258744150604,0.9648911121791749,0.0,opt,-0.9259003038658228,
bertopic,run_UNGROUPED,trial_02,6,-0.08433924684844755,0.4401794406596365,0.9,0.6931952703384214,0.826117542733139,0.7491220886027253,0.4562647754137116,opt,-0.430839858469978,-0.29565694633981143
bertopic,run_UNGROUPED,trial_03,7,-0.0817047848124746,0.47082003220148877,0.9142857142857143,0.6956486233852933,0.9086885508754189,0.7548030569464876,0.5271867612293144,opt,-0.3087373142952749,-0.18748092999783653
bertopic,run_UNGROUPED,trial_04,5,-0.1910851157195024,0.43890969558159004,0.86,0.6975233030859675,0.783640476776861,0.8043093151913384,0.5508274231678487,opt,-0.8120278951356704,-0.19534088286201068
bertopic,run_UNGROUPED,trial_05,5,-0.10001721067369114,0.5097918707047079,0.86,0.694432206659393,0.7493112739992964,0.7624164859238228,0.4988179669030733,opt,-0.3686656514055833,-0.3361948060588985
bertopic,run_UNGROUPED,trial_06,2,-0.03248689102345299,0.5885251653858963,1.0,0.8325546111576978,0.221079104991113,0.9658319376812979,0.0,opt,0.33351893306794755,0.38698503835554227
bertopic,run_UNGROUPED,trial_07,2,-0.03248689102345299,0.5885251653858963,1.0,0.8325546111576978,0.221079104991113,0.9658319376812979,0.0,opt,0.33351893306794755,0.38698503835554227
bertopic,run_UNGROUPED,trial_08,2,0.40723121762067815,0.7701818639121686,1.0,0.8325546111576976,0.221079104991113,0.9658319376812979,0.0,opt,2.033293966908511,0.38698503835554093
bertopic,run_UNGROUPED,trial_09,5,-0.15718320612587208,0.48538202141322095,0.88,0.69855895848617,0.7289716451650452,0.715388141509927,0.44680851063829785,opt,-0.5487466911013807,-0.4314788008008896
bertopic,run_UNGROUPED,trial_10,5,-0.15718320612587208,0.48538202141322095,0.88,0.69855895848617,0.7289716451650452,0.715388141509927,0.44680851063829785,opt,-0.5487466911013807,-0.4314788008008896
bertopic,run_UNGROUPED,trial_11,4,0.08145068049771936,0.6910396964837724,0.8,0.7065636357882599,0.5626146727462962,0.7953904918358696,0.425531914893617,opt,0.4954179606691458,-0.37948341508975986
bertopic,run_UNGROUPED,trial_12,4,0.08145068049771936,0.6910396964837724,0.8,0.7829278233203598,0.5626146727462962,0.7953904918358696,0.425531914893617,opt,0.4954179606691458,0.07122195578345346
