DOC_ID,topic,prob
0,0,0.9455079216767504
1,0,0.9718465609978809
2,0,0.9465294072475943
3,0,0.9882191984867637
4,0,0.9405340245098084
5,0,0.9737853829780446
6,0,1.0
7,0,0.8630844996204724
8,0,0.9539165060081194
9,0,0.9774895667064336
10,0,1.0
11,0,0.979840625783745
12,0,0.9779545361711168
13,0,0.9554797865746426
14,0,0.9741826030040778
15,0,0.7929515089056298
16,0,0.9595613019312054
17,0,0.9227545720634267
18,0,0.9520614170414922
19,0,0.700085355061632
20,0,0.7407675761641579
21,0,0.8816856984375832
22,0,0.8532461769497874
23,0,0.9463111645704604
24,0,0.7954458323157299
25,0,0.9794577794278336
26,0,0.9869026044607236
27,0,0.9636721166342523
28,0,0.95128578780555
29,0,0.9813715205382836
30,0,0.6073164752693613
31,0,0.9465024147391525
32,0,0.9411887459863479
33,0,0.9170916831909679
34,0,1.0
35,0,0.9175807756702332
36,0,1.0
37,0,0.9854874053396374
38,0,0.9691159142818087
39,0,0.9681208950763356
40,0,1.0
41,0,0.9946444079791102
42,0,0.9758810093796982
43,0,0.9776106143444974
44,0,0.9619426996975308
45,0,1.0
46,0,0.9968389208283108
47,0,0.9656782541560415
48,0,1.0
49,0,0.9419580383721693
50,0,1.0
51,0,0.9467811854025758
52,0,1.0
53,0,0.9919743377059439
54,0,0.9480642167498883
55,0,0.9156111482860119
56,0,0.98359674430336
57,0,0.9793730529652248
58,0,0.9834664277177292
59,0,0.9669236086256259
60,0,0.8198847188816952
61,0,1.0
62,0,0.9939119072004007
63,0,1.0
64,0,0.8098052238949784
65,0,1.0
66,0,0.6806445273286885
67,0,0.9330031234320607
68,0,1.0
69,0,0.9446677933873202
70,0,0.9918908070447435
71,0,1.0
72,0,1.0
73,0,0.9694840272853561
74,0,1.0
75,0,0.9631401253867515
76,0,0.9833047034232525
77,0,0.9889388921922124
78,0,0.9695152369228915
79,0,0.9751794749117475
80,0,0.9915448210295006
81,0,1.0
82,0,0.9780386224129086
83,0,1.0
84,0,0.9634334532924914
85,0,0.9823190653108165
86,0,0.8395634884980903
87,0,0.9912071917341182
88,0,0.9544262846221496
89,0,0.9710242857378818
90,0,0.9415243334110339
91,0,0.9769056375212879
92,0,0.973783737546132
93,0,1.0
94,0,1.0
95,0,0.9707539737262879
96,0,0.9926373599508761
97,0,0.9135693277517162
98,0,0.9697006299941549
99,0,0.9756092556061319
100,0,0.7750187650494285
101,0,0.858822697322797
102,0,0.9750075789516862
103,0,0.9580824559506472
104,0,0.8985018741074164
105,0,0.9875878542348278
106,0,0.9633789891698369
107,0,0.9608639645475037
108,0,0.9894238268823181
109,0,1.0
110,0,1.0
111,0,1.0
112,0,0.9650998151637876
113,0,0.9768214591830183
114,0,0.8796476184050437
115,0,0.9619149708451181
116,0,0.9914166315514519
117,0,0.9899935948260182
118,0,0.9576906871638535
119,0,1.0
120,0,1.0
121,0,0.9626229724645644
122,0,1.0
123,0,0.7928930319939496
124,0,1.0
125,0,0.9863418623275053
126,0,0.9862381518737969
127,0,0.9475313822279395
128,0,0.9849039153476065
129,0,0.9903403714303566
130,0,1.0
131,0,0.9927854340511751
132,0,0.9657096364645555
133,0,0.9570429727426065
134,0,0.9963185980879028
135,0,0.9887303331685994
136,0,1.0
137,0,1.0
138,0,0.9753899419561267
139,0,0.9969255944065973
140,0,1.0
141,0,0.9528670021180272
142,0,0.952970148673765
143,0,0.9410340769715316
144,0,0.9766346772535329
145,0,0.9662626318355015
146,0,0.8703363181464472
147,0,0.9948664250959169
148,0,1.0
149,0,0.9901365985916049
150,0,0.6427329315483074
151,0,0.906675333674298
152,0,0.7584219501139452
153,0,0.9027506475120681
154,0,1.0
155,0,0.9727030536755706
156,0,0.7916748201377675
157,0,1.0
158,0,0.9827949307276209
159,0,0.9794959617961273
160,0,0.985157332329239
161,0,0.9748560878694201
162,0,0.9750451094683977
163,0,0.9498655611617058
164,0,0.9935846442117771
165,0,0.9864160471556387
166,0,0.9442947457829238
167,0,1.0
168,0,1.0
169,0,0.9694166183598021
170,0,0.984024522966117
171,0,0.6320091429429437
172,0,0.945045215739969
173,0,0.9570073194495072
174,0,1.0
175,0,0.9927969746373628
176,0,0.9503071492215944
177,0,0.9847196058882086
