method,run,trial,K,c_npmi,c_v,diversity@10,sep_jsd,balance,clarity,outliers_pct,scenario,RZ_index,GR_index
lda,run_ROOT,trial_ROOT,5,-0.014791752310016709,0.43601039210354947,0.52,0.38296065225127557,0.9648826207235172,0.8593275547027588,,opt,-0.9040691591397625,-1.331650096687082
bertopic,run_UNGROUPED,trial_00,5,-0.20355272638852848,0.4575611568403817,0.88,0.7786121565864951,0.7289716451650452,0.715388141509927,0.44680851063829785,opt,-0.9938680374151502,-0.5678070066536358
bertopic,run_UNGROUPED,trial_03,6,0.054002499687577116,0.6014934886745595,0.9166666666666666,0.6928170294222846,0.8148063333636306,0.7382672229016439,0.4657210401891253,opt,1.4046263570217656,-0.5720650348413162
bertopic,run_UNGROUPED,trial_04,5,-0.054492930674720254,0.653725620375568,0.86,0.6953156172051727,0.8178113197355633,0.7766163965983484,0.5035460992907801,opt,0.8235437044100925,-0.3617157171643979
bertopic,run_UNGROUPED,trial_09,5,-0.15718320612587208,0.48538202141322095,0.88,0.6985559268412986,0.7289716451650452,0.715388141509927,0.44680851063829785,opt,-0.5709409316920336,-1.1302828230576116
bertopic,run_UNGROUPED,trial_10,5,-0.15718320612587208,0.48538202141322095,0.88,0.6985559268412986,0.7289716451650452,0.715388141509927,0.44680851063829785,opt,-0.5709409316920336,-1.1302828230576116
bertopic,run_UNGROUPED,trial_15,7,0.046784691303413575,0.6065677393203338,0.9428571428571428,0.6991037719646418,0.874752117833566,0.7168282334553895,0.5484633569739953,opt,1.4555813130813717,-0.2811240374019704
bertopic,run_UNGROUPED,trial_16,7,0.0659744857413915,0.6412702717792301,0.9,0.7767928482604098,0.874752117833566,0.7168282334553895,0.5484633569739953,opt,1.624769447895308,0.2647201368017852
bertopic,run_20250831T230602Z,trial_02,6,-0.10364816962787625,0.6505978159772585,0.9166666666666666,0.7964118694248346,0.8359601236154192,0.6491606370470357,0.5011820330969267,opt,0.6567837702910052,-0.1303003447728534
bertopic,run_20250831T230602Z,trial_03,32,,0.5026942135711703,0.89375,0.7431078485521072,0.9527068843159245,0.6259126435805692,0.2293144208037825,opt,,0.060469600192519166
bertopic,run_20250831T230602Z,trial_04,32,,0.5007400549962517,0.896875,0.7407559591321291,0.9527068843159245,0.6259126435805692,0.2293144208037825,opt,,0.04394520320549476
bertopic,run_20250831T230602Z,trial_06,19,,0.558908702247524,0.7631578947368421,0.7887656388684514,0.9409809457188111,0.6739024108489315,0.11347517730496454,opt,,0.5334247590051294
bertopic,run_20250831T230602Z,trial_08,10,-0.12691867397477052,0.430632870018162,0.9,0.6918583364919813,0.8905002772962636,0.6910758251167218,0.23404255319148937,opt,-0.590336971284246,-0.35928294482668344
bertopic,run_20250831T230602Z,trial_09,10,-0.14447465208853622,0.49928517548182266,0.88,0.7960405662499628,0.9274753131381483,0.681657115384679,0.29314420803782504,opt,-0.4248784249228251,0.5423260228329674
bertopic,run_20250831T230602Z,trial_12,9,-0.21965074556432002,0.3864499959296761,0.8888888888888888,0.6968434751923678,0.9259782590668009,0.7350611883314511,0.4373522458628842,opt,-1.4115034531598591,0.08115795083589994
bertopic,run_20250831T230602Z,trial_14,10,-0.2064353951189201,0.48528840069191437,0.92,0.7760875846081373,0.9237000216296234,0.702004565930465,0.3120567375886525,opt,-0.7693122561303717,0.4735362393898789
bertopic,run_20250831T230602Z,trial_15,26,,0.4921709386757383,0.8730769230769231,0.7338313652959783,0.960014421531845,0.7049224899422258,0.19621749408983452,opt,,0.39892526831012937
bertopic,run_20250831T230602Z,trial_17,9,-0.07854752183691655,0.5586152558911119,0.8111111111111111,0.675801840881281,0.9136010313525275,0.6308247151964474,0.28132387706855794,opt,0.08300842034405694,-0.6149306241913908
